,,Visual Properties,,,,,Labels,,,Graph Metrics,Do Not Edit,,Other Columns,,,,,,,,,,,,,
U of T Entrepreneurship,University of Toronto,,,,,,,,,,303,,2022-02-11T14:01:00.000Z,Fri Feb 11 14:01:00 +0000 2022,0,"RT @UofTStartup : Calling all students, mentors, alumni, business leaders, investors and anyone else who wants to be inspired and learn why @UofT is THE place for entrepreneurship! #UofTEntWeek is coming to you virtually from March 7-10. Register here: https://t.co/gqY3uWSFzV https://t.co/IG5MvgNRMR",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://bit.ly/3Lf42jS ,1,1,photo,https://pbs.twimg.com/media/FLPZMF9XEAQffGl.jpg,https://pbs.twimg.com/media/FFsRPtfWYAUYJ8y.png
University of Toronto,University of Toronto,,,,,,,,,,304,,2022-02-10T21:42:35.000Z,Thu Feb 10 21:42:35 +0000 2022,82,"Members of the #UofT community are advised to avoid the Queen’s Park area this weekend and remain vigilant on St. George campus due to the possibility of more protests.

More information on building and road access is available on our Campus Status page: https://t.co/FTVRTKs59z https://t.co/WwbpaEuJDJ",40,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://utoronto.ca/campus-status ,1,0,photo,https://pbs.twimg.com/media/FLQ-achXoAM4SX-.jpg,
U of T Libraries,University of Toronto,,,,,,,,,,305,,2022-02-10T20:59:06.000Z,Thu Feb 10 20:59:06 +0000 2022,0,"RT @uoftlibraries : Improve coverage of Black histories with our #UofT Black History Wikipedia Edit-a-thon! #BHM

?? Our second Wikipedia/Wikidata editing session is happening tomorrow (Feb. 11) from 10am - 1pm.

 #1Lib1Ref

Edit with us: https://t.co/XOs6nDfxoo https://t.co/BgtZD32XgK",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://forms.gle/VHn3b1izmcdAn5Kt5 ,3,0,photo,https://pbs.twimg.com/media/FLQtQsxX0AU6MXm.jpg,
U of T CECCS,University of Toronto,,,,,,,,,,306,,2022-02-10T20:01:01.000Z,Thu Feb 10 20:01:01 +0000 2022,0,"RT @uoftceccs : ??Hey @UofT! Did you know that the Adams Sustainability Student Grant could fund that sustainability project you’ve been wanting to initiate? Submissions open until February 28! Learn more here:
https://t.co/RVJFEzmOMK 
@UTM @UTSC @SustainableUofT https://t.co/FwtGWFhYrQ",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://sustainability.utoronto.ca/wp-content/uploads/Adams-Sustainability-Student-Grant-2022-Call-for-Applications.pdf ,0,4,photo,https://pbs.twimg.com/media/FLPWlrWXEAUYWiy.jpg,https://pbs.twimg.com/media/FFnsIB2XIAQ07W0.png
UofT Data Sciences Institute (DSI),University of Toronto,,,,,,,,,,307,,2022-02-10T19:53:32.000Z,Thu Feb 10 19:53:32 +0000 2022,0,RT @UofTDSI : ?? We are thrilled to announce we are funding seventeen cross-disciplinary research teams focused on using the transformative nature of #DataScience to solve complex and pressing problems. Two of this year’s Catalyst Grants are co-funded by @MbD_UofT.  https://t.co/1oAHjV4i1b,0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://datasciences.utoronto.ca/data-sciences-institute-catalyst-grants-support-transformative-data-science-research/ ,1,1,,,https://pbs.twimg.com/media/FFm8c1xXoAUiYLm.jpg
University of Toronto,University of Toronto,,,,,,,,,,308,,2022-02-10T19:12:16.000Z,Thu Feb 10 19:12:16 +0000 2022,47,‘A wonderful community’: #UofT students on the benefits of university family housing ?? https://t.co/LLKTcyfo75 https://t.co/qyBZxSnwek,5,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7yN ,1,0,photo,https://pbs.twimg.com/media/FLQf2hHXEAECleP.jpg,
U of T Engineering,University of Toronto,,,,,,,,,,309,,2022-02-10T17:36:07.000Z,Thu Feb 10 17:36:07 +0000 2022,0,"RT @uoftengineering : Update: Due to ongoing power disruptions and testing, the Myhal Centre is closed today and will remain closed over the weekend while the issue is being resolved — thank you for your patience. https://t.co/peUwQcaEa6",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/FLPypYSUYAcqtAT.jpg,
University of Toronto,University of Toronto,,,,,,,,,,310,,2022-02-10T17:01:39.000Z,Thu Feb 10 17:01:39 +0000 2022,42,.@UofTCompSci's @RaquelUrtasun discusses 'milestone' in self-driving car development #UofT ?? https://t.co/5JqAdOV5Ko https://t.co/OPCeb77xsW,4,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7yK ,1,2,photo,https://pbs.twimg.com/media/FLQCFEWXIAM8Al6.jpg,https://pbs.twimg.com/media/FFh-NmzXIAExbX6.jpg
University of Toronto Student Life,University of Toronto,,,,,,,,,,311,,2022-02-10T16:01:01.000Z,Thu Feb 10 16:01:01 +0000 2022,0,"RT @UofTStudentLife : #UofT grad students: Flexible Futures Programming for Graduate Students continues Monday, Feb. 14, 2-3pmET. Topic: Making decisions when faced with career ambiguity and uncertainty. Details here: https://t.co/IcFCg9hRdD #UofT https://t.co/RITASEcpQK",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://clnx.utoronto.ca/home/gradlife.htm?eventId=38511 ,2,0,photo,https://pbs.twimg.com/media/FLPrC_aVQAo-W0m.jpg,https://pbs.twimg.com/media/FFf34fPWQAEMQTW.jpg
University of Toronto,University of Toronto,,,,,,,,,,312,,2022-02-10T15:03:08.000Z,Thu Feb 10 15:03:08 +0000 2022,39,#UofT researchers from @DonnellyCentre reveal largest catalogue of gene activators ?? https://t.co/wNeFuEla3Y https://t.co/d6dbUVr1sQ,8,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7yD ,1,1,photo,https://pbs.twimg.com/media/FLPk0baVgAUePDa.jpg,https://pbs.twimg.com/media/FFeJNa_WUAo7D5l.jpg
U of T Engineering,University of Toronto,,,,,,,,,,313,,2022-02-10T14:37:44.000Z,Thu Feb 10 14:37:44 +0000 2022,0,"RT @uoftengineering : Update: Power has been restored to the Myhal Centre, and classes will resume today as scheduled. See you on campus — don't forget to UCheck! ? https://t.co/DY5NZGqTwc",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/FLPSDEuXMAMGey9.jpg,https://pbs.twimg.com/media/FFeG2aQX0Akig13.jpg
U of T Alumni,University of Toronto,,,,,,,,,,314,,2022-02-10T14:31:57.000Z,Thu Feb 10 14:31:57 +0000 2022,0,"RT @uoftalumni : Check out @uoftlibraries Black History Month Reading List that celebrates Black joy as resistance, Black feminisms, and the many contributions of Black authors and creators. https://t.co/IygsTaLRBt #UofTalumni https://t.co/dmEiRcdfEo",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://bit.ly/3GwCYZJ ,1,1,photo,https://pbs.twimg.com/media/FLKPoKwWQAEa94A.jpg,https://pbs.twimg.com/media/FFeJp7dXwAMUUJR.jpg
University of Toronto,University of Toronto,,,,,,,,,,315,,2022-02-09T22:24:24.000Z,Wed Feb 09 22:24:24 +0000 2022,29,A statement on the Lunar New Year incident at #UofT's Graduate House: https://t.co/4HlVTKcHUw https://t.co/RHOfRXRrkA,14,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://people.utoronto.ca/memos/grad-house-lunar/ ,1,0,photo,https://pbs.twimg.com/media/FLL_i2uXEAkVd05.jpg,https://pbs.twimg.com/media/FFebA_gXoAMq67J.jpg
University of Toronto,University of Toronto,,,,,,,,,,316,,2022-02-09T21:01:02.000Z,Wed Feb 09 21:01:02 +0000 2022,28,"As part of #UofT's safe return to campus, all centralized heating, ventilation &amp; air conditioning (HVAC) system filters have been replaced with enhanced MERV 13 filters or higher, with the highest compatible used with existing HVAC systems. 

Learn more: https://t.co/Nz0Y72piLQ https://t.co/rIBPvf1dUV",7,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7x0 ,1,0,photo,https://pbs.twimg.com/media/FLLmMs8XMAEAzXC.jpg,https://pbs.twimg.com/media/FFdwM3SXoAYZZvr.jpg
OISEUofT,University of Toronto,,,,,,,,,,317,,2022-02-09T20:50:01.000Z,Wed Feb 09 20:50:01 +0000 2022,0,"RT @OISEUofT : Dr. Amal Madibbo joined #OISEUofT in 2021, and has deep research interests in Black Studies and Francophone Studies. Learn more about her work here: https://t.co/Lt7mBBSEkq",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://www.oise.utoronto.ca/oise/News/2022/New_OISE_faculty_member_discusses_her_focus_on_Black_Francophone_Studies.html ,1,0,,,
Black Research Network,University of Toronto,,,,,,,,,,318,,2022-02-09T20:40:23.000Z,Wed Feb 09 20:40:23 +0000 2022,0,"RT @uoftbrn : #BHM  Mark V. Campbell (@tdotpioneers) is a DJ, researcher and prof @UTSC. He is the founder of @nshharchive, an evolving digital archive created to preserve ????’s hip-hop history – mostly from the late 1980s and early 2000s ?? https://t.co/0MZv3IUT6g #UofT #BlackResearchNetwork https://t.co/yZOB2MdLnh",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://buff.ly/34oGush ,3,3,photo,https://pbs.twimg.com/media/FLGb37kX0AMqjsO.jpg,https://pbs.twimg.com/media/FFdc-WhUYAMbFF-.jpg
University of Toronto,University of Toronto,,,,,,,,,,319,,2022-02-09T20:01:09.000Z,Wed Feb 09 20:01:09 +0000 2022,15,"Struggling? Need to talk? The #UofT Health &amp; Wellness peer support team is here to help. With a single click, chat with a trained student peer about whatever is on your mind. ??   

Learn more: https://t.co/av379dkEg8 https://t.co/2XGSeTlbwV",6,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,http://uoft.me/hwps ,1,0,video,https://video.twimg.com/amplify_video/1486384819219181571/vid/1280x720/OQ3KRzDOBteDr-2m.mp4?tag=14,https://pbs.twimg.com/media/FFdiIYuXIAEedaw.jpg
University of Toronto,University of Toronto,,,,,,,,,,320,,2022-02-09T19:01:08.000Z,Wed Feb 09 19:01:08 +0000 2022,24,"Gut bacteria linked to immune suppression in pancreatic cancer, according to a study from @UHN &amp; @UofTMedicine #UofT ?? https://t.co/efv2yL3GIN https://t.co/qdH9rbi89O",6,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7ys ,1,2,photo,https://pbs.twimg.com/media/FLLS3s5X0A4DbC9.jpg,https://pbs.twimg.com/media/FFdoqZ8WUAQFOmo.jpg
U of T Mississauga,University of Toronto,,,,,,,,,,321,,2022-02-09T18:42:35.000Z,Wed Feb 09 18:42:35 +0000 2022,0,"RT @UTM : PLEASE NOTE: Toronto Police have closed University Ave. from Bloor to College. 
This closure will likely result in delayed trip times for the UTM/St. George shuttle route.
Click for updates: https://t.co/0Clp66Ijoi https://t.co/NYN4cUAsHy",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://bit.ly/3fNFDE2 ,0,0,photo,https://pbs.twimg.com/media/FLLNUrPXoAUjybd.jpg,https://pbs.twimg.com/media/FFdUrhBXMAMCaIH.jpg
Toronto Police Operations,University of Toronto,,,,,,,,,,322,,2022-02-09T18:42:26.000Z,Wed Feb 09 18:42:26 +0000 2022,0,"RT @TPSOperations : ROAD CLOSURE: Effective immediately, Queen's Park Circle, from College Street to Bloor Street. 
In response to several social media posts announcing a possible demonstration involving a large number of vehicles, we are taking steps to limit impact on our roads/residents. 1/2",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,0,0,,,https://pbs.twimg.com/media/FFc0pMBVQAAd6XX.jpg
University of Toronto,University of Toronto,,,,,,,,,,323,,2022-02-09T18:01:15.000Z,Wed Feb 09 18:01:15 +0000 2022,8,Outburst by Blackhawks exec highlights need to challenge culture of abuse in sport: @UofTKPE's Simon Darnell #UofT ?? https://t.co/kg5FW29u1X https://t.co/bK7XAteItW,1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7yr ,1,1,photo,https://pbs.twimg.com/media/FLLAm3uXIAoJRbK.jpg,https://pbs.twimg.com/media/FFcjB3bX0AMMMlT.jpg
University of Toronto Student Life,University of Toronto,,,,,,,,,,324,,2022-02-09T17:50:04.000Z,Wed Feb 09 17:50:04 +0000 2022,0,"RT @UofTStudentLife : ""Taking the Equity Census was my way of saying, I am here, I matter, and my uniqueness is valuable."" —Reagan, @UTM 

Complete the #UofT Equity Census by Feb. 18 for a chance to WIN one of 10 $100 gift cards ?? Details here: https://t.co/u9UkBPDO9R https://t.co/j8wHcz30wI",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,http://uoft.me/uoftec ,1,1,photo,https://pbs.twimg.com/media/FLKzTv-XMAgo0Ka.jpg,https://pbs.twimg.com/media/FFcyljLVQAUxWCG.jpg
University of Toronto,University of Toronto,,,,,,,,,,325,,2022-02-09T17:01:08.000Z,Wed Feb 09 17:01:08 +0000 2022,26,The road to net zero: #UofT research group takes on decarbonization of transportation ?? https://t.co/3JdrERfU34 https://t.co/Tk7EBMPv87,5,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7yq ,1,0,photo,https://pbs.twimg.com/media/FLK153xXoAcv4YV.jpg,https://pbs.twimg.com/media/FFcYTqrUUAERGGJ.jpg
U of T Engineering,University of Toronto,,,,,,,,,,326,,2022-02-09T16:01:01.000Z,Wed Feb 09 16:01:01 +0000 2022,0,"RT @uoftengineering : @UofTEngDean: Classes scheduled to take place in the Myhal Centre today will be relocated, as access to the building remains restricted. Power to all other buildings has been restored. Students are reminded to check their inboxes for class updates: https://t.co/3yqJKm4PGw https://t.co/1lqYlZVVTB",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,http://uofteng.ca/QfFaYF ,0,1,photo,https://pbs.twimg.com/media/FLKaMIjXoAcrmPL.jpg,https://pbs.twimg.com/media/FFc0bdmVEAUB8RV.jpg
University of Toronto,University of Toronto,,,,,,,,,,327,,2022-02-09T15:01:00.000Z,Wed Feb 09 15:01:00 +0000 2022,49,"Masks are required in all indoor University spaces. ?? 

Learn more about where to find medical masks &amp; #UofT's mask policy: https://t.co/ULwOeaGhEJ https://t.co/TYReDO9FSB",26,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,http://uoft.me/mask-info ,1,0,video,https://video.twimg.com/amplify_video/1491410666485395460/vid/1280x720/TFP9PcOovzH5mg5m.mp4?tag=14,https://pbs.twimg.com/media/FFcoVHGVgAAKN2t.jpg
UofT Sustainability,University of Toronto,,,,,,,,,,328,,2022-02-09T14:30:02.000Z,Wed Feb 09 14:30:02 +0000 2022,0,"RT @SustainableUofT : Attention @UofT @UTM @UTSC! 
Nominate a faculty member who is working hard to advance sustainability on and off campus for a Sustainable Action Award!

What is a sustainable action?
-Creating a sustainable course
-Launching sustainable workshops
-Volunteering at not-for-profits https://t.co/GmCpCSyk4C",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,,0,3,photo,https://pbs.twimg.com/media/FLFXbVaX0AMcXp4.jpg,https://pbs.twimg.com/media/FFc581zUUAsfEju.jpg
University of Toronto,University of Toronto,,,,,,,,,,329,,2022-02-08T22:01:00.000Z,Tue Feb 08 22:01:00 +0000 2022,18,Participating in #UofT's rapid antigen screening program? This step-by-step video tutorial will show you how to perform a home rapid antigen screen &amp; how to upload your results in UCheck. ?? https://t.co/NgeGkh0Wfs https://t.co/p9QcwSimLl,5,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,http://uoft.me/rapid ,1,0,video,https://video.twimg.com/amplify_video/1441112456680534025/vid/480x270/-Q6xXt_6WKIFt93r.mp4?tag=14,https://pbs.twimg.com/media/FFc8Nt4VUAMGEg6.jpg
U of T CECCS,University of Toronto,,,,,,,,,,330,,2022-02-08T21:50:00.000Z,Tue Feb 08 21:50:00 +0000 2022,0,"RT @uoftceccs : ??Do you have a sustainable idea, project, or start-up? You could win $10,000, $7,500, or $5,000 for your initiative at the Adams Sustainability Innovation Prize!
???Submissions are due on February 28, learn more here: https://t.co/8h9QfK7xu7
@UofT @UTM @UTSC @SustainableUofT https://t.co/HkBYphj5cR",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://sustainability.utoronto.ca/wp-content/uploads/Adams-Sustainability-Innovation-Prize-Competition-Description.pdf ,0,4,photo,https://pbs.twimg.com/media/FLFUUoAWQAUl2Yr.jpg,https://pbs.twimg.com/media/FFc-FNMVEAIh4rW.jpg
University of Toronto,University of Toronto,,,,,,,,,,331,,2022-02-08T21:01:10.000Z,Tue Feb 08 21:01:10 +0000 2022,20,'Strong in both worlds': #UofT grad @Itoah Scott-Enns builds bridges between Indigenous &amp; Western worldviews ?? https://t.co/bKUaHE16mq https://t.co/iYXspQY0EC,5,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7yg ,1,1,photo,https://pbs.twimg.com/media/FLGivjxXwAIyHH2.jpg,https://video.twimg.com/ext_tw_video/1465659381249286145/pu/vid/540x540/M7F7Zu9qKGVCPINW.mp4?tag=12
U of T Engineering,University of Toronto,,,,,,,,,,332,,2022-02-08T20:15:08.000Z,Tue Feb 08 20:15:08 +0000 2022,0,RT @uoftengineering : A number of #UofTEngineering buildings are temporarily closed as a result of an unexpected power outage. Students are reminded to check their inboxes for updates about how this may affect specific classes. More info in a new message from @UofTEngDean: https://t.co/Xkfn8MDZMx https://t.co/bygtc0N0zX,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,http://uofteng.ca/vqY7lG ,1,1,photo,https://pbs.twimg.com/media/FLGYq59X0AoSkPZ.jpg,https://pbs.twimg.com/media/FFc1FUdVEBEtGjn.jpg
UofT Data Sciences Institute (DSI),University of Toronto,,,,,,,,,,333,,2022-02-08T20:01:00.000Z,Tue Feb 08 20:01:00 +0000 2022,0,"RT @UofTDSI : ?? The #DataScience speaker series is back on Feb 28 with Dr. Laura Balzer ??

?? Feb 28, 5:15-6:15 pm
?? #MachineLearning &amp; Causal Inference to Improve Community Health in East Africa
?? Register today ?? https://t.co/tCb0NCoM7b https://t.co/8HROhZDB04",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,http://bit.ly/3LtJjcm ,2,0,photo,https://pbs.twimg.com/media/FLFMdz1XMAMFUSt.jpg,https://pbs.twimg.com/media/FFczGW7VUAwJOYQ.jpg
University of Toronto,University of Toronto,,,,,,,,,,334,,2022-02-08T19:01:15.000Z,Tue Feb 08 19:01:15 +0000 2022,13,Architecture students from @UofTDaniels celebrate resilience in Winter Stations design competition #UofT ?? https://t.co/fDE6JSxTUl https://t.co/KWVczXbtST,2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7yb ,1,1,photo,https://pbs.twimg.com/media/FLGJQHxXMAI8GCQ.jpg,https://pbs.twimg.com/media/FFYoGv-VkAAvuil.jpg
U of T Entrepreneurship,University of Toronto,,,,,,,,,,335,,2022-02-08T18:01:01.000Z,Tue Feb 08 18:01:01 +0000 2022,0,"RT @UofTStartup : Registration is now open! Join us for the 6th annual #UofTEntWeek from March 7-10. We’ve got an exciting line-up of pitch competitions, speaker series, panel discussions and more, all free, all virtual. Register here: https://t.co/gqY3uWSFzV https://t.co/7ZfZTU5X3Q",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://bit.ly/3Lf42jS ,1,0,photo,https://pbs.twimg.com/media/FLFrHYeWUAc41dG.jpg,https://pbs.twimg.com/media/FFYCGfgWUAEvisu.jpg
University of Toronto,University of Toronto,,,,,,,,,,336,,2022-02-08T17:01:25.000Z,Tue Feb 08 17:01:25 +0000 2022,78,Learn how #UofT is preparing for a safe return to in-person instruction on our three campuses. ?? https://t.co/Mu1cSnAk40 https://t.co/KUgtVpf53B,25,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/safe-return ,1,0,photo,https://pbs.twimg.com/media/FLFsnBHWUAMLL2D.jpg,https://pbs.twimg.com/media/FFX1ArlWUAIkHiu.jpg
University of Toronto Student Life,University of Toronto,,,,,,,,,,337,,2022-02-08T16:50:22.000Z,Tue Feb 08 16:50:22 +0000 2022,0,"RT @UofTStudentLife : Hear students share how they navigated the cultural and academic transitions to life at #UofT — Thursday, Feb. 10, 5-6:30pm (online). Details here: https://t.co/nxxBic8UJF https://t.co/tF7P4fxtsw",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://clnx.utoronto.ca/home/slevents.htm?eventId=39969 ,1,0,photo,https://pbs.twimg.com/media/FLFXLlkXoAM0G6w.jpg,https://pbs.twimg.com/media/FFT_k_-UcAApVLR.jpg
University of Toronto,University of Toronto,,,,,,,,,,338,,2022-02-08T16:01:24.000Z,Tue Feb 08 16:01:24 +0000 2022,10,Experts from @UofTKPE weigh in on whether to mix intermittent fasting &amp; exercise #UofT ????? https://t.co/Su1mvoRYx6 https://t.co/VCZKmfppBY,2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7xW ,1,1,photo,https://pbs.twimg.com/media/FLFhG7aWYAIKKMQ.jpg,https://pbs.twimg.com/media/FFTC7Q_VQAUZkVd.png
University of Toronto,University of Toronto,,,,,,,,,,339,,2022-02-08T15:01:11.000Z,Tue Feb 08 15:01:11 +0000 2022,50,"#UofT students, staff &amp; faculty return to campus as more in-person activities resume ?? https://t.co/Jst3EbxMva https://t.co/zhYdnB3Jdk",8,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7y3 ,1,0,photo,https://pbs.twimg.com/media/FLFOTQRXMAAekIs.jpg,https://pbs.twimg.com/media/FFSZ9EOVgAcF8Wu.jpg
U of T Libraries,University of Toronto,,,,,,,,,,340,,2022-02-08T14:30:04.000Z,Tue Feb 08 14:30:04 +0000 2022,0,"RT @uoftlibraries : ??? Today we are featuring PhD student Cherie A. Daniel’s reading list recommendation: “Theory” by Dionne Brand. #UofT @UofTStudentLife @OISEUofT @wgsi 

https://t.co/AJTCw8TiSg https://t.co/6MgT5HnRPc",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://onesearch.library.utoronto.ca/black-history-month-2022-university-toronto-libraries ,1,3,video,https://video.twimg.com/ext_tw_video/1490789327252639749/pu/vid/1280x720/07Zgt0DCP_hC8L05.mp4?tag=12,https://pbs.twimg.com/media/FFNQIoyVQAYnKuv.jpg
U of T Varsity Blues,University of Toronto,,,,,,,,,,341,,2022-02-08T14:01:01.000Z,Tue Feb 08 14:01:01 +0000 2022,0,"RT @Varsity_Blues : “While he was studying here it was always with a view of going back home and making a difference.” ???

Known as Zambia’s ‘father of pediatrics,’ #UofT track &amp; field alumnus Rod Chintu will never be forgotten.

???: https://t.co/oiEXmAKsM3

WE ALL #BLEEDBLUE | #BlackHistoryMonth https://t.co/Bc4FHcwuL2",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,http://bit.ly/3sgH9nm ,3,0,photo,https://pbs.twimg.com/media/FLAj85CWYAc15xm.jpg,https://pbs.twimg.com/media/FFJmrQOUUAIarz6.jpg
University of Toronto,University of Toronto,,,,,,,,,,342,,2022-02-07T22:05:59.000Z,Mon Feb 07 22:05:59 +0000 2022,6,Here's how to use your Android's geolocation capabilities to set automatic reminders.?? https://t.co/BhBS2QdGFb,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,0,video,https://video.twimg.com/ext_tw_video/1490806824777531395/pu/vid/1280x720/4YmORC052XZjf2mn.mp4?tag=12,https://pbs.twimg.com/media/FFJSFKrVIAEBQNk.jpg
University of Toronto,University of Toronto,,,,,,,,,,343,,2022-02-07T22:05:52.000Z,Mon Feb 07 22:05:52 +0000 2022,30,"#UofT requires all staff, faculty, students, &amp; visitors to complete a mandatory #COVID19 self-assessment each time you visit any of our three campuses. Here's how to use your iPhone's geolocation capabilities to set automatic reminders. ?? https://t.co/03HHnugl4Q https://t.co/GsDm7APnTx",18,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/ucheck-reminder ,2,0,video,https://video.twimg.com/ext_tw_video/1490808161640583174/pu/vid/480x270/8f1Jeq-Fn0_Ee8_4.mp4?tag=12,https://pbs.twimg.com/media/FFI0EyyXIAY7m8e.jpg
Food Services,University of Toronto,,,,,,,,,,344,,2022-02-07T21:01:01.000Z,Mon Feb 07 21:01:01 +0000 2022,0,"RT @UeaToronto : Looking for a place to eat on campus? Check out these locations:
MSB: 10am-5pm. Sidney Smith (Mobile Order Only): 11am-5pm. Robarts: 8am-6pm.
For specific hours of operation visit https://t.co/6H69ZJ7HT5
@UofT @lifeatnew @ChestnutRes @UofTStudentLife #UofTfood #uoft",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,http://ow.ly/k0La50HOCF4 ,2,4,,,https://pbs.twimg.com/media/FFINV4nXMAUWJT0.jpg
Leslie Dan Faculty of Pharmacy,University of Toronto,,,,,,,,,,345,,2022-02-07T20:01:00.000Z,Mon Feb 07 20:01:00 +0000 2022,0,"RT @UofTPharmacy : ??COVID-19 pediatric vaccine appointments available at The Discovery Pharmacy @UofTPharmacy this Thursday (Feb 10) and Saturday (Feb 12). 

Book Online ????
https://t.co/UY5ib2tyrx https://t.co/oLcJYTBvot",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,http://ow.ly/2pzL50HOFpj ,0,1,photo,https://pbs.twimg.com/media/FLArtvJWQAgLW_k.jpg,https://pbs.twimg.com/media/FE-U3F5WQAQi4l_.jpg
University of Toronto,University of Toronto,,,,,,,,,,346,,2022-02-07T19:01:32.000Z,Mon Feb 07 19:01:32 +0000 2022,18,"A study involving @MunkSchool researchers found that #COVID19 ""fact checks"" can be effective, but that frequent exposure is necessary for addressing misinformation during the pandemic. #UofT ?? https://t.co/8Ru7pzJHqK https://t.co/jsVPBUXlO7",5,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7xT ,2,1,photo,https://pbs.twimg.com/media/FLA_OpGXIAg25uV.jpg,https://pbs.twimg.com/media/FFEUnaCXMAIYFzZ.jpg
